categoryKey,categoryName,metricKey,metricName,metricPath,metricModelKey,metricDescription,metricSource,metricUnit,fieldKey,fieldName,fieldPeriod,fieldSort,fieldDescription,fieldSource,fieldUnit,fieldAliases
turnover,營運週轉,fixedAssetTurnoverRatio,固定資產周轉率,/turnover/turnover-ratio,turnoverRatio,營收 ÷ 期末固定資產，衡量運用固定資產創造營收的效率,MOPS 季報財務比率,times,fixedAssetTurnoverQuarterly,固定資產周轉率,quarterly,1,,,,
turnover,營運週轉,fixedAssetTurnoverRatio,固定資產周轉率,/turnover/turnover-ratio,turnoverRatio,營收 ÷ 期末固定資產，衡量運用固定資產創造營收的效率,MOPS 季報財務比率,times,fixedAssetTurnoverQuarterlyAnnualized,固定資產周轉率,quarterlyAnnualized,2,,,,
turnover,營運週轉,fixedAssetTurnoverRatio,固定資產周轉率,/turnover/turnover-ratio,turnoverRatio,營收 ÷ 期末固定資產，衡量運用固定資產創造營收的效率,MOPS 季報財務比率,times,fixedAssetTurnoverTtm,固定資產周轉率,ttm,3,,,,
turnover,營運週轉,payablesTurnoverRatio,應付帳款周轉率,/turnover/turnover-ratio,turnoverRatio,銷貨成本 ÷ 期末應付帳款，衡量支付供應商貨款的速度,MOPS 季報財務比率,times,payablesTurnoverQuarterly,應付帳款周轉率,quarterly,1,,,,
turnover,營運週轉,payablesTurnoverRatio,應付帳款周轉率,/turnover/turnover-ratio,turnoverRatio,銷貨成本 ÷ 期末應付帳款，衡量支付供應商貨款的速度,MOPS 季報財務比率,times,payablesTurnoverQuarterlyAnnualized,應付帳款周轉率,quarterlyAnnualized,2,,,,
turnover,營運週轉,payablesTurnoverRatio,應付帳款周轉率,/turnover/turnover-ratio,turnoverRatio,銷貨成本 ÷ 期末應付帳款，衡量支付供應商貨款的速度,MOPS 季報財務比率,times,payablesTurnoverTtm,應付帳款周轉率,ttm,3,,,,
turnover,營運週轉,inventoryDays,DIO 存貨週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 存貨周轉率，換算成平均庫存天數,MOPS 季報財務比率,days,inventoryDaysQuarterlyAnnualized,DIO 存貨週轉天數,quarterlyAnnualized,1,,,,
turnover,營運週轉,inventoryDays,DIO 存貨週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 存貨周轉率，換算成平均庫存天數,MOPS 季報財務比率,days,inventoryDaysTtm,DIO 存貨週轉天數,ttm,2,,,,
turnover,營運週轉,receivablesDays,DSO 應收帳款週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 應收帳款周轉率，換算成平均收現天數,MOPS 季報財務比率,days,receivablesDaysQuarterlyAnnualized,DSO 應收帳款週轉天數,quarterlyAnnualized,1,,,,
turnover,營運週轉,receivablesDays,DSO 應收帳款週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 應收帳款周轉率，換算成平均收現天數,MOPS 季報財務比率,days,receivablesDaysTtm,DSO 應收帳款週轉天數,ttm,2,,,,
turnover,營運週轉,payablesDays,DPO 應付帳款週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 應付帳款周轉率，換算成平均付款天數,MOPS 季報財務比率,days,payablesDaysQuarterlyAnnualized,DPO 應付帳款週轉天數,quarterlyAnnualized,1,,,,
turnover,營運週轉,payablesDays,DPO 應付帳款週轉天數,/turnover/turnover-ratio,turnoverRatio,365 ÷ 應付帳款周轉率，換算成平均付款天數,MOPS 季報財務比率,days,payablesDaysTtm,DPO 應付帳款週轉天數,ttm,2,,,,
turnover,營運週轉,cashConversionCycle,CCC 現金轉換週期,/turnover/turnover-ratio,turnoverRatio,存貨週轉天數 加 應收帳款週轉天數 減 應付帳款週轉天數，衡量從付款進貨到收到貨款之間資金被卡住的天數,MOPS 季報財務比率,days,cashConversionCycleQuarterlyAnnualized,CCC 現金轉換週期,quarterlyAnnualized,1,,,,
turnover,營運週轉,cashConversionCycle,CCC 現金轉換週期,/turnover/turnover-ratio,turnoverRatio,存貨週轉天數 加 應收帳款週轉天數 減 應付帳款週轉天數，衡量從付款進貨到收到貨款之間資金被卡住的天數,MOPS 季報財務比率,days,cashConversionCycleTtm,CCC 現金轉換週期,ttm,2,,,,
turnover,營運週轉,capexToRevenue,資本支出佔營收比,/turnover/capex-to-revenue,,資本支出 ÷ 營收，衡量相對營收規模投入了多少資本支出,MOPS 季報財務比率,percent,capexToRevenueQuarterly,資本支出佔營收比,quarterly,1,,,,
turnover,營運週轉,capexToRevenue,資本支出佔營收比,/turnover/capex-to-revenue,,資本支出 ÷ 營收，衡量相對營收規模投入了多少資本支出,MOPS 季報財務比率,percent,capexToRevenueTtm,資本支出佔營收比,ttm,2,,,,
valuation,估值指標,per,本益比 PER,/valuation/market-ratios,marketRatios,股價 ÷ 每股盈餘，衡量股價相對獲利的貴便宜程度,TWSE 已計算之估值比率,times,peRatio,本益比 PER,daily,1,,,,
valuation,估值指標,pbr,股價淨值比 PBR,/valuation/market-ratios,marketRatios,股價 ÷ 每股淨值，衡量股價相對帳面資產的貴便宜程度,TWSE 已計算之估值比率,times,pbRatio,股價淨值比 PBR,daily,1,,,,
valuation,估值指標,dividendYield,股息殖利率,/valuation/market-ratios,marketRatios,近一年現金股利 ÷ 股價，衡量持股領取現金股利的報酬率,TWSE 已計算之估值比率,percent,dividendYieldPct,股息殖利率,daily,1,,,,
valuation,估值指標,psr,股價營收比 PSR,/valuation/psr,,市值 ÷ 營收，用營收角度衡量股價的貴便宜程度，適合評估獲利尚未穩定的公司,MOPS 季報財務比率與 TWSE 每日行情,times,psrQuarterlyAnnualized,股價營收比 PSR,quarterlyAnnualized,1,,,,
valuation,估值指標,psr,股價營收比 PSR,/valuation/psr,,市值 ÷ 營收，用營收角度衡量股價的貴便宜程度，適合評估獲利尚未穩定的公司,MOPS 季報財務比率與 TWSE 每日行情,times,psrTtm,股價營收比 PSR,ttm,2,,,,
valuation,估值指標,pFcf,股價自由現金流比,/valuation/p-fcf,,市值 ÷ 自由現金流，用現金流角度衡量股價的貴便宜程度,MOPS 季報財務比率與 TWSE 每日行情,times,pFcfQuarterlyAnnualized,股價自由現金流比,quarterlyAnnualized,1,,,,
valuation,估值指標,pFcf,股價自由現金流比,/valuation/p-fcf,,市值 ÷ 自由現金流，用現金流角度衡量股價的貴便宜程度,MOPS 季報財務比率與 TWSE 每日行情,times,pFcfTtm,股價自由現金流比,ttm,2,,,,
valuation,估值指標,evEbitda,企業價值倍數,/valuation/ev-ebitda,,企業價值（市值加淨負債）÷ EBITDA，衡量收購整家公司要付出的代價相對其稅前息前折舊攤銷前獲利的倍數，比本益比更不受資本結構跟折舊政策影響,MOPS 季報財務比率與 TWSE 每日行情,times,evToEbitdaQuarterlyAnnualized,企業價值倍數,quarterlyAnnualized,1,,,,
valuation,估值指標,evEbitda,企業價值倍數,/valuation/ev-ebitda,,企業價值（市值加淨負債）÷ EBITDA，衡量收購整家公司要付出的代價相對其稅前息前折舊攤銷前獲利的倍數，比本益比更不受資本結構跟折舊政策影響,MOPS 季報財務比率與 TWSE 每日行情,times,evToEbitdaTtm,企業價值倍數,ttm,2,,,,
guru,大師指標,grahamNumber,Graham Number,/guru/graham-number,,sqrt(22.5 × 每股盈餘 × 每股淨值)，葛拉漢提出的保守估價公式，股價低於這個數字代表相對安全,MOPS 季報財務比率,currency,grahamNumber,Graham Number,ttm,1,,,,
guru,大師指標,ncav,淨流動資產價值 NCAV,/guru/ncav,,(流動資產 − 總負債 − 特別股) ÷ 流通股數，葛拉漢提出的極端保守清算價值估算，股價低於這個數字的三分之二被視為有足夠安全邊際,MOPS 季報財務比率,currency,ncav,NCAV 淨流動資產價值,snapshot,1,,,,
guru,大師指標,ncav,淨流動資產價值 NCAV,/guru/ncav,,(流動資產 − 總負債 − 特別股) ÷ 流通股數，葛拉漢提出的極端保守清算價值估算，股價低於這個數字的三分之二被視為有足夠安全邊際,MOPS 季報財務比率,currency,marginOfSafetyPrice,安全邊際價,snapshot,2,,,,
guru,大師指標,ownerEarnings,每股股東盈餘 Owner Earnings,/guru/owner-earnings,,淨利加折舊攤銷減資本支出，巴菲特提出用來取代帳面淨利的股東實質可分配盈餘概念,MOPS 季報財務比率,currency,ownerEarningsPerShareQuarterly,每股股東盈餘,quarterly,1,,,,
guru,大師指標,ownerEarnings,每股股東盈餘 Owner Earnings,/guru/owner-earnings,,淨利加折舊攤銷減資本支出，巴菲特提出用來取代帳面淨利的股東實質可分配盈餘概念,MOPS 季報財務比率,currency,ownerEarningsPerShareQuarterlyAnnualized,每股股東盈餘,quarterlyAnnualized,2,,,,
guru,大師指標,ownerEarnings,每股股東盈餘 Owner Earnings,/guru/owner-earnings,,淨利加折舊攤銷減資本支出，巴菲特提出用來取代帳面淨利的股東實質可分配盈餘概念,MOPS 季報財務比率,currency,ownerEarningsPerShareTtm,每股股東盈餘,ttm,3,,,,
guru,大師指標,altmanZScore,Altman Z-Score 原始版,/guru/altman-z-score,,五個財務比率加權組合，用來預測公司財務危機或破產風險的統計模型；原始版用上市製造業樣本校準，套用到非製造業僅供參考,MOPS 季報財務比率與 TWSE 每日行情,ratio,zScore,Z 分數,snapshot,1,,,score,
guru,大師指標,altmanZScore,Altman Z-Score 原始版,/guru/altman-z-score,,五個財務比率加權組合，用來預測公司財務危機或破產風險的統計模型；原始版用上市製造業樣本校準，套用到非製造業僅供參考,MOPS 季報財務比率與 TWSE 每日行情,ratio,x1,X1,snapshot,2,(流動資產−流動負債)÷總資產，衡量短期流動性佔資產的比重（跟「流動比率」是不同的比率，分母不一樣）,,,
guru,大師指標,altmanZScore,Altman Z-Score 原始版,/guru/altman-z-score,,五個財務比率加權組合，用來預測公司財務危機或破產風險的統計模型；原始版用上市製造業樣本校準，套用到非製造業僅供參考,MOPS 季報財務比率與 TWSE 每日行情,ratio,x2,X2,snapshot,3,保留盈餘÷總資產，反映公司靠自身累積盈餘再投資的程度，隱含企業存續時間跟穩健度,,,
guru,大師指標,altmanZScore,Altman Z-Score 原始版,/guru/altman-z-score,,五個財務比率加權組合，用來預測公司財務危機或破產風險的統計模型；原始版用上市製造業樣本校準，套用到非製造業僅供參考,MOPS 季報財務比率與 TWSE 每日行情,ratio,x3,X3,ttm,4,EBIT（TTM）÷總資產，排除利息與稅負影響前的資產獲利能力,,,
